event,time,req_id,user_id,val1,val2
ARRIVAL,68613.790,9284,772,26.693,26163.586
TIMEOUT,68615.955,4526,1681
ARRIVAL,68616.732,9285,2335,9.819,22705.435
ARRIVAL,68621.398,9286,859,43.670,22168.243
ARRIVAL,68621.551,9287,2715,18.226,27657.089
ARRIVAL,68633.550,9288,2487,179.572,29426.264
TIMEOUT,68637.569,4559,2466
ARRIVAL,68639.408,9289,464,128.992,23184.678
ARRIVAL,68646.880,9290,2694,68.948,25261.828
TIMEOUT,68654.577,3950,2757
ARRIVAL,68659.962,9291,2968,26.725,23887.027
TIMEOUT,68665.658,4529,1931
ARRIVAL,68674.022,9292,1704,3.975,20095.869
ARRIVAL,68675.679,9293,2585,150.334,21096.569
ARRIVAL,68676.745,9294,757,44.480,21574.611
TIMEOUT,68680.314,4599,1155
ARRIVAL,68684.313,9295,2872,127.239,22774.925
ARRIVAL,68696.737,9296,2782,37.283,24884.979
ARRIVAL,68709.183,9297,663,11.004,24399.819
ARRIVAL,68717.851,9298,2272,34.720,20908.630
TIMEOUT,68718.908,4601,2215
ARRIVAL,68719.020,9299,1136,67.616,22304.573
TIMEOUT,68720.021,4114,2206
TIMEOUT,68720.191,4248,1581
TIMEOUT,68723.583,4603,962
TIMEOUT,68726.720,4119,967
ARRIVAL,68732.300,9300,634,13.438,27146.293
TIMEOUT,68736.572,4565,285
ARRIVAL,68745.406,9301,1037,30.502,29415.972
ARRIVAL,68760.729,9302,2757,75.641,23262.562
TIMEOUT,68764.245,4496,2362
ARRIVAL,68766.977,9303,169,267.874,28738.844
TIMEOUT,68767.711,4296,538
ARRIVAL,68778.542,9304,1223,82.603,26724.215
ARRIVAL,68779.838,9305,429,81.408,27254.504
ARRIVAL,68788.440,9306,107,11.267,26720.543
TIMEOUT,68789.067,4423,2112
TIMEOUT,68794.709,3682,832
TIMEOUT,68799.808,4169,2522
ARRIVAL,68805.424,9307,1374,38.185,27553.819
ARRIVAL,68815.502,9308,2935,39.825,22507.338
TIMEOUT,68815.646,4570,923
ARRIVAL,68821.167,9309,122,65.039,23488.107
TIMEOUT,68822.951,4002,791
TIMEOUT,68829.885,4535,353
ARRIVAL,68831.334,9310,790,77.948,24818.622
ARRIVAL,68833.166,9311,1990,8.874,22419.574
TIMEOUT,68833.877,4536,651
TIMEOUT,68836.188,4572,2656
ARRIVAL,68838.735,9312,691,74.329,21780.093
ARRIVAL,68839.426,9313,29,70.072,22783.019
ARRIVAL,68846.567,9314,2135,23.685,27715.971
ARRIVAL,68846.926,9315,738,43.700,22899.126
TIMEOUT,68848.442,4607,1253
ARRIVAL,68853.057,9316,533,13.846,26820.476
ARRIVAL,68859.619,9317,1441,24.923,21399.744
TIMEOUT,68861.250,4577,212
ARRIVAL,68865.176,9318,1926,12.116,23663.660
ARRIVAL,68866.478,9319,1477,36.828,26004.872
ARRIVAL,68867.002,9320,1203,53.335,24749.215
ARRIVAL,68892.313,9321,1131,105.217,24954.022
TIMEOUT,68902.334,4468,1661
ARRIVAL,68902.918,9322,2156,111.500,29843.686
ARRIVAL,68903.871,9323,52,69.811,24603.411
ARRIVAL,68905.540,9324,2219,63.565,26653.080
ARRIVAL,68908.823,9325,2429,81.507,25890.023
ARRIVAL,68915.741,9326,1561,23.929,22558.934
TIMEOUT,68923.660,4614,222
ARRIVAL,68931.682,9327,267,10.483,22449.386
TIMEOUT,68933.434,4394,2375
TIMEOUT,68934.011,4513,2705
ARRIVAL,68935.437,9328,1677,60.067,23945.980
ARRIVAL,68939.293,9329,2258,150.553,22807.060
ARRIVAL,68945.773,9330,520,6.465,29982.349
ARRIVAL,68946.282,9331,2471,22.225,20214.938
ARRIVAL,68948.439,9332,845,49.974,27070.615
ARRIVAL,68953.473,9333,2797,33.064,25324.737
ARRIVAL,68961.311,9334,526,36.730,29021.751
TIMEOUT,68962.849,4617,2099
ARRIVAL,68966.778,9335,1954,248.695,24471.599
ARRIVAL,68968.786,9336,2727,44.826,28267.881
TIMEOUT,68973.204,4542,1173
ARRIVAL,68973.643,9337,364,14.262,28340.706
ARRIVAL,68980.754,9338,151,35.990,21579.315
TIMEOUT,68990.850,4515,620
ARRIVAL,68999.078,9339,376,28.928,22472.488
ARRIVAL,69007.995,9340,2646,9.775,25466.100
ARRIVAL,69008.105,9341,1273,144.573,29890.914
ARRIVAL,69017.113,9342,1640,106.665,21635.752
ARRIVAL,69023.796,9343,15,32.543,20383.658
ARRIVAL,69034.254,9344,424,93.521,26143.315
ARRIVAL,69036.508,9345,2365,124.844,25105.021
ARRIVAL,69036.764,9346,1024,140.568,25314.512
ARRIVAL,69041.161,9347,1341,13.800,28633.820
ARRIVAL,69046.189,9348,960,28.782,21948.929
TIMEOUT,69047.277,4591,989
TIMEOUT,69060.321,4195,82
ARRIVAL,69066.454,9349,2670,40.717,21275.218
TIMEOUT,69074.139,4516,1737
ARRIVAL,69086.235,9350,2117,6.303,20290.876
TIMEOUT,69091.464,4551,1914
ARRIVAL,69094.941,9351,2273,5.117,20721.874
ARRIVAL,69111.093,9352,1416,49.309,23642.152
ARRIVAL,69124.239,9353,2504,96.029,26933.575
TIMEOUT,69127.654,4335,616
ARRIVAL,69128.551,9354,1281,51.984,21827.748
ARRIVAL,69128.945,9355,817,194.252,20410.888
ARRIVAL,69137.628,9356,2647,27.511,24877.122
ARRIVAL,69138.735,9357,399,52.462,29864.373
TIMEOUT,69139.805,4203,762
TIMEOUT,69140.282,4280,2542
TIMEOUT,69141.269,3940,1124
ARRIVAL,69150.462,9358,570,61.239,20986.148
ARRIVAL,69155.971,9359,2893,46.471,20613.980
ARRIVAL,69164.109,9360,2123,9.768,26042.895
TIMEOUT,69170.150,4108,444
TIMEOUT,69179.484,4486,912
ARRIVAL,69188.975,9361,1573,79.356,21225.381
ARRIVAL,69194.413,9362,2488,13.178,26911.754
TIMEOUT,69198.107,4338,2741
ARRIVAL,69203.171,9363,2476,19.340,23077.085
ARRIVAL,69206.129,9364,956,29.916,29068.280
TIMEOUT,69209.194,4299,1828
ARRIVAL,69211.740,9365,879,29.232,27295.951
ARRIVAL,69211.769,9366,2887,70.935,27794.250
ARRIVAL,69219.096,9367,1552,7.197,27503.017
ARRIVAL,69220.786,9368,977,6.429,22067.096
ARRIVAL,69228.917,9369,1182,36.441,26691.392
ARRIVAL,69236.914,9370,2449,48.778,28267.688
ARRIVAL,69240.057,9371,1850,50.421,29071.182
ARRIVAL,69249.605,9372,2534,33.711,24597.946
ARRIVAL,69263.750,9373,2371,16.661,28784.527
ARRIVAL,69266.351,9374,1786,268.113,23631.304
ARRIVAL,69272.896,9375,2384,58.418,29187.183
ARRIVAL,69282.410,9376,875,48.032,27449.564
TIMEOUT,69283.803,4116,451
ARRIVAL,69291.915,9377,2397,10.548,23642.938
TIMEOUT,69291.916,4451,1030
ARRIVAL,69294.076,9378,1826,22.546,20711.286
ARRIVAL,69301.750,9379,1004,37.546,27186.639
TIMEOUT,69309.567,4643,384
TIMEOUT,69323.496,4339,1265
ARRIVAL,69323.590,9380,2061,85.149,27074.285
TIMEOUT,69326.661,3960,2628
ARRIVAL,69344.305,9381,1345,0.011,21776.318
ARRIVAL,69348.735,9382,2071,34.446,25490.907
ARRIVAL,69349.018,9383,1386,45.153,25325.710
TIMEOUT,69349.280,4641,1216
ARRIVAL,69363.565,9384,2683,109.552,27000.957
ARRIVAL,69368.339,9385,2562,2.869,24035.666
TIMEOUT,69380.488,4649,2836
ARRIVAL,69393.444,9386,2322,13.938,26895.912
TIMEOUT,69402.287,3390,57
ARRIVAL,69406.899,9387,665,35.134,21211.739
TIMEOUT,69407.115,4042,1093
ARRIVAL,69408.661,9388,2324,122.325,24307.737
ARRIVAL,69414.153,9389,2427,21.265,20244.536
TIMEOUT,69425.443,4309,2028
ARRIVAL,69440.096,9390,386,11.849,24591.800
ARRIVAL,69453.168,9391,1080,46.577,23247.104
ARRIVAL,69453.527,9392,972,29.465,23979.111
ARRIVAL,69453.691,9393,6,9.372,26917.895
TIMEOUT,69459.931,4470,77
ARRIVAL,69462.095,9394,2619,67.637,25581.240
ARRIVAL,69482.666,9395,2890,41.641,27759.013
ARRIVAL,69482.962,9396,2644,72.305,25418.882
ARRIVAL,69489.689,9397,731,114.132,23051.891
ARRIVAL,69490.278,9398,1510,156.863,26279.833
TIMEOUT,69491.891,4609,2594
ARRIVAL,69498.218,9399,1485,79.367,22451.347
ARRIVAL,69519.209,9400,2105,7.744,26986.448
TIMEOUT,69524.173,4584,1680
ARRIVAL,69533.408,9401,157,17.774,22110.670
ARRIVAL,69535.508,9402,1426,1.792,26839.739
TIMEOUT,69538.522,3614,1072
ARRIVAL,69551.541,9403,2193,29.966,23660.323
TIMEOUT,69555.789,4514,1816
ARRIVAL,69557.460,9404,1504,122.999,25471.484
ARRIVAL,69558.146,9405,614,27.285,23726.802
TIMEOUT,69561.202,4101,1645
TIMEOUT,69565.167,4391,325
TIMEOUT,69570.197,4663,2544
TIMEOUT,69570.380,4105,2192
ARRIVAL,69595.608,9406,1460,65.709,21093.429
ARRIVAL,69598.857,9407,355,61.633,27514.729
ARRIVAL,69600.020,9408,1614,46.267,27060.734
TIMEOUT,69628.247,4483,2240
TIMEOUT,69630.859,4476,2032
ARRIVAL,69634.138,9409,1752,306.896,28199.214
ARRIVAL,69643.822,9410,1525,110.282,22332.319
TIMEOUT,69644.310,4623,2813
TIMEOUT,69652.126,4624,1176
ARRIVAL,69658.600,9411,1465,135.397,21733.278
ARRIVAL,69659.417,9412,342,11.314,26616.496
ARRIVAL,69661.776,9413,902,67.850,25140.590
ARRIVAL,69664.198,9414,1922,19.683,23295.123
ARRIVAL,69664.313,9415,300,167.816,26664.532
TIMEOUT,69664.558,4625,2406
TIMEOUT,69681.846,4546,2500
ARRIVAL,69695.917,9416,2637,139.192,22265.473
ARRIVAL,69701.615,9417,1703,2.926,21330.507
TIMEOUT,69707.175,4436,1965
ARRIVAL,69709.588,9418,1003,86.910,26928.599
TIMEOUT,69712.570,4444,1177
TIMEOUT,69724.280,4627,2785
TIMEOUT,69728.953,4333,2013
ARRIVAL,69730.301,9419,2574,22.490,24855.323
ARRIVAL,69730.847,9420,14,28.369,29014.198
ARRIVAL,69736.202,9421,2080,87.062,22476.094
ARRIVAL,69739.505,9422,668,217.734,23598.548
TIMEOUT,69741.888,4109,404
ARRIVAL,69743.301,9423,360,31.697,27779.139
ARRIVAL,69748.559,9424,311,31.479,20217.442
ARRIVAL,69754.108,9425,1676,40.784,25427.842
TIMEOUT,69762.000,4630,28
TIMEOUT,69770.440,4633,1257
ARRIVAL,69770.799,9426,755,43.287,29376.772
TIMEOUT,69772.468,4628,1286
TIMEOUT,69784.758,4403,357
ARRIVAL,69787.585,9427,248,82.534,22133.388
TIMEOUT,69794.496,4552,569
ARRIVAL,69800.054,9428,605,43.516,25066.668
ARRIVAL,69804.743,9429,1575,19.776,23169.237
TIMEOUT,69807.672,4494,1038
ARRIVAL,69810.281,9430,423,98.046,21450.664
ARRIVAL,69810.820,9431,90,56.021,22109.157
TIMEOUT,69811.279,4524,1924
ARRIVAL,69824.321,9432,274,43.305,22744.878
TIMEOUT,69824.958,4637,699
ARRIVAL,69829.918,9433,980,12.596,28730.688
ARRIVAL,69832.679,9434,139,4.441,22328.174
ARRIVAL,69839.562,9435,407,12.654,21074.557
TIMEOUT,69847.726,4558,1588
ARRIVAL,69848.995,9436,2307,8.147,21901.214
TIMEOUT,69860.032,3740,1486
TIMEOUT,69871.247,4639,907
TIMEOUT,69880.812,4454,1904
ARRIVAL,69880.919,9437,32,0.867,27633.141
ARRIVAL,69884.794,9438,825,53.060,22744.053
ARRIVAL,69900.570,9439,965,21.245,24930.027
ARRIVAL,69904.296,9440,1724,9.660,29544.971
TIMEOUT,69904.322,4034,2814
TIMEOUT,69914.560,4600,798
TIMEOUT,69918.654,4497,2676
ARRIVAL,69921.320,9441,1527,56.249,29541.613
TIMEOUT,69921.464,4645,1882
ARRIVAL,69929.072,9442,775,27.858,25395.206
ARRIVAL,69931.572,9443,941,56.814,25241.785
TIMEOUT,69932.520,4681,914
ARRIVAL,69935.300,9444,2231,186.926,25539.518
TIMEOUT,69937.554,4413,2300
TIMEOUT,69938.251,4452,1569
ARRIVAL,69940.854,9445,2675,11.148,22420.437
TIMEOUT,69944.537,4500,657
TIMEOUT,69947.668,4462,1316
ARRIVAL,69951.423,9446,1385,226.992,27442.691
ARRIVAL,69956.230,9447,2677,38.439,27555.229
ARRIVAL,69957.991,9448,1955,12.640,24968.186
TIMEOUT,69962.114,4425,25
ARRIVAL,69968.724,9449,315,150.589,27267.643
ARRIVAL,69970.458,9450,1875,80.443,28106.251
ARRIVAL,69984.771,9451,2841,148.406,22319.745
TIMEOUT,69988.413,4650,1697
ARRIVAL,69998.222,9452,1308,49.187,22055.642
ARRIVAL,69999.393,9453,1456,8.214,21588.960
ARRIVAL,70002.147,9454,2056,1.128,24799.810
ARRIVAL,70004.527,9455,2491,11.420,23950.066
TIMEOUT,70008.412,4308,182
ARRIVAL,70020.579,9456,1055,19.451,20974.607
ARRIVAL,70027.354,9457,2734,355.016,29053.427
ARRIVAL,70032.023,9458,1298,101.489,25656.484
TIMEOUT,70032.881,4576,2298
TIMEOUT,70034.847,4466,572
ARRIVAL,70035.823,9459,893,70.781,29840.389
TIMEOUT,70038.240,4656,1843
TIMEOUT,70038.535,4467,1543
ARRIVAL,70039.212,9460,485,60.954,27171.751
TIMEOUT,70039.793,4653,2350
TIMEOUT,70051.054,4655,516
ARRIVAL,70054.034,9461,1791,66.423,25910.799
TIMEOUT,70055.436,4688,1979
ARRIVAL,70070.121,9462,2358,15.213,23405.478
ARRIVAL,70070.298,9463,1110,13.550,25023.996
ARRIVAL,70075.961,9464,117,72.515,26970.852
ARRIVAL,70083.519,9465,275,117.852,22394.263
ARRIVAL,70089.760,9466,1717,76.894,26693.597
TIMEOUT,70099.880,4659,2242
TIMEOUT,70110.485,4583,326
ARRIVAL,70122.125,9467,2969,35.069,20174.144
ARRIVAL,70128.401,9468,510,23.787,25712.453
ARRIVAL,70129.620,9469,1492,34.469,22033.456
TIMEOUT,70133.678,4141,1923
TIMEOUT,70141.237,4661,1344
ARRIVAL,70149.014,9470,2386,91.821,20903.273
ARRIVAL,70155.004,9471,921,23.890,23527.164
ARRIVAL,70155.156,9472,1486,71.477,24698.284
TIMEOUT,70159.696,4511,2369
ARRIVAL,70163.268,9473,2749,76.513,29321.641
ARRIVAL,70168.063,9474,1479,86.017,29170.089
ARRIVAL,70175.941,9475,2849,13.241,29974.744
ARRIVAL,70178.188,9476,1120,15.847,24056.584
TIMEOUT,70188.338,4616,1468
ARRIVAL,70191.178,9477,1280,29.649,22064.998
ARRIVAL,70196.816,9478,2691,80.262,20272.218
ARRIVAL,70204.436,9479,545,2.224,29584.905
TIMEOUT,70213.739,4698,619
TIMEOUT,70216.732,4543,95
TIMEOUT,70224.521,4699,2480
ARRIVAL,70227.369,9480,72,30.269,22848.924
ARRIVAL,70247.530,9481,2441,16.617,21259.831
ARRIVAL,70248.471,9482,1312,73.504,24310.341
TIMEOUT,70252.875,4484,1727
TIMEOUT,70262.478,4545,2726
TIMEOUT,70273.125,4013,899
TIMEOUT,70276.224,4550,1688
TIMEOUT,70283.872,3985,2931
ARRIVAL,70292.454,9483,1663,43.146,24192.614
ARRIVAL,70298.728,9484,1790,67.746,24136.854
ARRIVAL,70319.873,9485,1469,73.019,25335.896
TIMEOUT,70334.190,4707,519
TIMEOUT,70336.477,4671,1522
ARRIVAL,70344.359,9486,1075,22.209,21789.556
TIMEOUT,70350.493,4488,2014
ARRIVAL,70352.739,9487,1670,58.300,28220.809
TIMEOUT,70355.084,4200,2267
TIMEOUT,70367.100,4629,2436
ARRIVAL,70370.575,9488,2756,29.229,23349.962
TIMEOUT,70371.542,4711,2858
ARRIVAL,70380.121,9489,1185,3.470,23590.283
TIMEOUT,70380.989,4712,2396
ARRIVAL,70382.927,9490,1884,2.891,23213.203
TIMEOUT,70396.742,4674,1378
TIMEOUT,70397.768,4634,1122
TIMEOUT,70400.195,4714,2493
TIMEOUT,70402.296,4595,329
ARRIVAL,70415.563,9491,2733,8.218,23472.821
ARRIVAL,70433.990,9492,476,6.198,24400.921
TIMEOUT,70439.354,4715,2124
TIMEOUT,70443.997,4557,2955
TIMEOUT,70445.798,4250,2806
ARRIVAL,70465.295,9493,2325,107.113,23321.463
TIMEOUT,70468.493,4719,1535
ARRIVAL,70477.605,9494,626,27.597,29841.312
TIMEOUT,70480.958,4561,1759
ARRIVAL,70498.784,9495,1061,175.520,29362.325
ARRIVAL,70502.087,9496,1480,71.162,26653.254
ARRIVAL,70505.418,9497,1797,128.229,28116.997
ARRIVAL,70507.336,9498,1424,40.930,21244.010
TIMEOUT,70509.919,4566,2043
ARRIVAL,70514.568,9499,174,34.174,24212.049
TIMEOUT,70519.558,4602,2197
ARRIVAL,70523.264,9500,2361,4.099,25517.551
ARRIVAL,70532.700,9501,1100,77.792,25222.218
ARRIVAL,70535.868,9502,2276,22.225,22145.485
TIMEOUT,70538.917,4604,1329
ARRIVAL,70545.902,9503,706,39.580,25212.202
TIMEOUT,70546.427,4182,1674
ARRIVAL,70550.987,9504,2179,23.732,22397.050
ARRIVAL,70555.080,9505,1974,96.451,29551.724
ARRIVAL,70569.179,9506,1672,140.750,22549.230
TIMEOUT,70577.641,4569,312
ARRIVAL,70579.554,9507,1982,79.177,27246.500
ARRIVAL,70589.631,9508,24,8.280,22228.447
ARRIVAL,70600.829,9509,1482,172.154,23571.197
TIMEOUT,70605.824,4429,177
TIMEOUT,70621.350,4652,2138
ARRIVAL,70635.627,9510,1788,5.390,21604.588
ARRIVAL,70637.010,9511,2088,23.691,27593.997
ARRIVAL,70641.943,9512,457,40.053,21065.282
ARRIVAL,70646.509,9513,1930,94.015,21702.393
ARRIVAL,70648.403,9514,1582,23.070,25908.455
ARRIVAL,70653.146,9515,901,76.749,21142.136
ARRIVAL,70660.703,9516,1570,286.199,20655.340
TIMEOUT,70662.418,4658,2207
TIMEOUT,70666.085,4578,2909
ARRIVAL,70668.239,9517,1244,37.669,25681.635
TIMEOUT,70692.553,4354,1455
TIMEOUT,70694.860,4582,1942
TIMEOUT,70698.949,4741,1692
ARRIVAL,70706.990,9518,1160,86.484,22460.170
ARRIVAL,70721.902,9519,448,1.147,22762.778
ARRIVAL,70722.913,9520,97,65.098,24993.311
ARRIVAL,70728.939,9521,461,98.350,28879.732
ARRIVAL,70734.063,9522,517,38.432,27331.032
TIMEOUT,70735.917,4504,2455
ARRIVAL,70736.848,9523,1949,4.674,22827.642
TIMEOUT,70752.102,4660,904
ARRIVAL,70753.206,9524,385,18.430,26115.536
ARRIVAL,70766.113,9525,652,1.253,23268.079
ARRIVAL,70769.124,9526,2217,32.384,23630.745
TIMEOUT,70772.269,4743,468
ARRIVAL,70777.245,9527,1849,10.454,21816.750
TIMEOUT,70780.699,4147,1288
ARRIVAL,70827.169,9528,2992,15.659,25309.780
TIMEOUT,70837.679,4590,2182
TIMEOUT,70872.698,4549,2958
ARRIVAL,70880.715,9529,2379,64.647,24747.490
TIMEOUT,70882.062,4520,1412
TIMEOUT,70888.292,4668,2010
ARRIVAL,70893.017,9530,2604,79.890,25246.210
ARRIVAL,70903.959,9531,2920,86.964,22977.747
ARRIVAL,70906.221,9532,1076,148.342,21506.377
ARRIVAL,70917.969,9533,2149,11.036,21652.521
ARRIVAL,70930.717,9534,1072,36.472,24322.383
TIMEOUT,70937.716,4438,2101
TIMEOUT,70956.165,4592,2967
ARRIVAL,70956.856,9535,334,18.432,29188.839
ARRIVAL,70963.719,9536,562,15.027,22492.285
TIMEOUT,70979.147,4594,1461
TIMEOUT,70980.309,4763,2609
ARRIVAL,70987.993,9537,1679,11.713,25523.091
TIMEOUT,70991.497,4593,2686
ARRIVAL,70992.782,9538,1506,33.099,21996.008
TIMEOUT,70996.396,4709,866
ARRIVAL,71004.444,9539,2505,79.467,27515.545
ARRIVAL,71007.630,9540,2743,36.120,24002.780
ARRIVAL,71013.946,9541,209,5.315,24018.432
TIMEOUT,71014.571,4243,2662
ARRIVAL,71015.515,9542,489,21.093,27266.973
ARRIVAL,71017.609,9543,1998,7.710,27809.484
TIMEOUT,71026.015,4554,1785
TIMEOUT,71027.462,4491,2766
ARRIVAL,71033.552,9544,1989,16.285,29017.219
TIMEOUT,71034.039,4528,2216
ARRIVAL,71034.672,9545,2483,6.840,28637.441
TIMEOUT,71047.018,4286,2200
TIMEOUT,71057.191,4765,418
ARRIVAL,71070.420,9546,1081,222.461,23005.431
TIMEOUT,71087.175,4683,124
TIMEOUT,71092.069,4499,2575
TIMEOUT,71093.005,4562,2775
TIMEOUT,71102.372,4771,1396
TIMEOUT,71104.279,4455,1002
ARRIVAL,71121.021,9547,1532,87.943,28535.737
TIMEOUT,71148.785,4724,2390
ARRIVAL,71149.537,9548,1637,21.009,29630.337
TIMEOUT,71156.305,4568,1106
ARRIVAL,71157.316,9549,1941,61.796,23084.450
ARRIVAL,71166.934,9550,1258,38.367,28768.892
ARRIVAL,71167.288,9551,2777,3.906,28546.448
ARRIVAL,71175.346,9552,473,39.096,27081.067
ARRIVAL,71181.409,9553,1432,25.865,25676.033
TIMEOUT,71188.504,4648,459
ARRIVAL,71191.720,9554,1866,56.519,23331.245
ARRIVAL,71197.166,9555,2417,11.777,24394.035
ARRIVAL,71202.487,9556,2172,213.367,27654.963
ARRIVAL,71206.555,9557,2802,33.174,25304.701
TIMEOUT,71221.918,4427,868
ARRIVAL,71236.284,9558,2006,97.582,24177.057
ARRIVAL,71242.035,9559,2699,123.378,20852.517
ARRIVAL,71245.089,9560,1540,3.099,24928.802
TIMEOUT,71249.126,4376,1300
ARRIVAL,71250.362,9561,1558,177.565,24591.918
TIMEOUT,71255.715,4509,421
ARRIVAL,71266.260,9562,387,5.049,27018.888
TIMEOUT,71270.339,4779,505
TIMEOUT,71277.400,4307,1750
ARRIVAL,71282.431,9563,302,10.295,20093.078
TIMEOUT,71289.947,4611,1366
TIMEOUT,71290.567,4738,2152
ARRIVAL,71292.134,9564,2751,21.972,29376.792
TIMEOUT,71298.064,4256,481
ARRIVAL,71306.049,9565,1435,8.256,22899.891
ARRIVAL,71310.281,9566,1944,90.372,27736.552
ARRIVAL,71313.293,9567,400,32.811,24701.153
TIMEOUT,71313.621,4740,1933
ARRIVAL,71322.248,9568,1334,113.075,26703.300
ARRIVAL,71329.074,9569,470,4.523,22864.048
ARRIVAL,71335.004,9570,1702,15.186,21804.151
ARRIVAL,71339.315,9571,1891,16.385,27647.425
TIMEOUT,71346.342,4273,1069
ARRIVAL,71351.534,9572,356,115.077,26166.473
ARRIVAL,71364.672,9573,2256,101.686,24759.435
ARRIVAL,71366.270,9574,172,38.715,25868.398
TIMEOUT,71374.288,4747,945
ARRIVAL,71380.617,9575,1805,1.855,24799.437
ARRIVAL,71380.743,9576,959,6.154,26649.019
TIMEOUT,71381.567,4613,1566
ARRIVAL,71385.700,9577,446,289.978,26550.475
ARRIVAL,71389.465,9578,2237,35.761,25251.406
ARRIVAL,71393.898,9579,1769,207.397,29924.184
ARRIVAL,71397.354,9580,739,37.712,28980.528
ARRIVAL,71406.715,9581,1683,102.693,20814.714
ARRIVAL,71408.502,9582,1103,48.930,25841.691
ARRIVAL,71408.852,9583,524,108.744,27128.882
TIMEOUT,71412.860,4621,2410
ARRIVAL,71414.022,9584,2789,40.244,28760.368
TIMEOUT,71417.136,4744,1231
ARRIVAL,71419.616,9585,2000,28.621,24474.789
ARRIVAL,71420.085,9586,1230,10.946,23353.600
ARRIVAL,71420.643,9587,380,15.594,28901.758
TIMEOUT,71421.291,4702,454
ARRIVAL,71424.640,9588,1399,92.698,28621.427
TIMEOUT,71426.788,4321,321
ARRIVAL,71428.208,9589,1066,57.146,29947.639
TIMEOUT,71435.971,3725,1918
TIMEOUT,71443.717,4697,1743
ARRIVAL,71447.166,9590,2912,7.799,23823.098
ARRIVAL,71447.222,9591,1871,16.101,27433.970
ARRIVAL,71460.237,9592,1497,3.011,27014.889
TIMEOUT,71461.360,4750,1539
TIMEOUT,71468.437,4399,116
ARRIVAL,71468.787,9593,449,20.531,22038.011
TIMEOUT,71469.257,4785,1494
TIMEOUT,71471.223,4751,2395
ARRIVAL,71480.330,9594,2891,30.738,26566.891
ARRIVAL,71481.356,9595,271,39.065,26589.488
ARRIVAL,71492.365,9596,428,5.656,27706.590
TIMEOUT,71492.466,4401,973
TIMEOUT,71501.834,4755,2125
ARRIVAL,71503.724,9597,964,66.433,24222.471
ARRIVAL,71511.458,9598,1599,12.022,29044.285
ARRIVAL,71539.207,9599,2035,60.818,25214.876
TIMEOUT,71547.449,4485,1776
ARRIVAL,71566.293,9600,617,78.825,23673.764
ARRIVAL,71569.641,9601,1362,45.898,26714.353
TIMEOUT,71578.271,4754,2234
TIMEOUT,71593.352,4708,654
ARRIVAL,71605.830,9602,927,20.661,27290.362
TIMEOUT,71610.268,4635,1439
ARRIVAL,71611.894,9603,791,87.909,28591.655
ARRIVAL,71617.254,9604,395,96.969,29527.520
ARRIVAL,71626.369,9605,550,8.402,20530.524
ARRIVAL,71636.908,9606,608,1.317,24151.795
TIMEOUT,71647.606,4764,2626
ARRIVAL,71668.199,9607,1118,126.750,28386.614
TIMEOUT,71674.714,4722,2629
TIMEOUT,71679.094,4800,638
ARRIVAL,71680.578,9608,2714,106.387,27876.436
ARRIVAL,71680.811,9609,508,100.654,24143.816
ARRIVAL,71686.570,9610,1006,19.861,22137.795
ARRIVAL,71691.723,9611,215,28.839,21672.832
ARRIVAL,71692.078,9612,62,21.133,20621.130
TIMEOUT,71703.058,4805,900
TIMEOUT,71716.452,4720,631
TIMEOUT,71716.967,4597,2414
TIMEOUT,71730.187,4644,491
ARRIVAL,71736.737,9613,681,83.446,28845.143
ARRIVAL,71741.296,9614,1359,23.740,20814.422
TIMEOUT,71741.826,4807,2817
TIMEOUT,71745.760,4721,995
ARRIVAL,71751.807,9615,1473,202.655,25479.421
ARRIVAL,71756.929,9616,2287,2.057,20452.224
ARRIVAL,71771.704,9617,703,51.716,20224.709
TIMEOUT,71775.779,4773,1820
TIMEOUT,71786.036,4728,2760
TIMEOUT,71791.006,4684,2804
ARRIVAL,71793.873,9618,853,141.946,27244.393
TIMEOUT,71798.854,4735,1665
TIMEOUT,71805.483,4651,1493
ARRIVAL,71812.086,9619,2349,0.460,27115.982
TIMEOUT,71813.063,4464,1335
TIMEOUT,71822.054,4732,188
ARRIVAL,71825.606,9620,1817,8.062,27392.451
TIMEOUT,71831.060,4730,2831
TIMEOUT,71831.887,4736,1328
ARRIVAL,71831.937,9621,1738,74.175,29778.480
TIMEOUT,71836.162,4533,793
ARRIVAL,71841.049,9622,1379,9.250,20637.280
TIMEOUT,71846.659,4567,2492
ARRIVAL,71847.893,9623,1236,52.612,26288.320
ARRIVAL,71850.593,9624,1161,20.608,23599.218
TIMEOUT,71850.611,4813,2222
TIMEOUT,71859.369,4608,701
TIMEOUT,71863.634,4386,70
ARRIVAL,71872.308,9625,2779,53.370,22370.559
ARRIVAL,71879.185,9626,2192,73.566,25464.960
TIMEOUT,71880.572,4224,1013
TIMEOUT,71883.922,4571,869
ARRIVAL,71889.894,9627,3,103.453,27129.409
ARRIVAL,71898.961,9628,1239,71.698,25945.884
ARRIVAL,71901.983,9629,2684,3.771,20555.118
TIMEOUT,71915.692,4231,2564
TIMEOUT,71945.400,4587,1957
TIMEOUT,71950.500,4503,1818
TIMEOUT,71959.099,4690,2953
TIMEOUT,71961.303,4585,836
ARRIVAL,71968.356,9630,2506,33.743,21023.120
TIMEOUT,71976.295,4784,499
TIMEOUT,71979.991,4395,74
TIMEOUT,71980.146,4781,324
